,Material,Space group,Exciton Binding Energy,Stoichiometry,Crystal Type,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
263,Cu2S2,Pm,0.9494412565029107,AB,AB-6-ab,22.5,22.5,29,16,6.5,6.5,2.24,2.24,2.58,1.9,0.3400000000000001,0.3400000000000001,-10.0079,-10.0079,-8.291,-11.7248,1.7168999999999999,1.7168999999999999,-2.01585,-2.01585,-1.4328,-2.5989,0.58305,0.58305,-5.8083,-5.8083,-4.6082,-7.0084,1.2001,1.2001,2.9981999999999998,2.9981999999999998,4.6395,1.3569,1.6413,1.6413,0.97475,0.97475,1.2022,0.7473,0.22744999999999999,0.22744999999999999,1.04925,1.04925,1.2492,0.8493,0.19995000000000002,0.19995000000000002,0.8562,0.8562,1.3934,0.319,0.5371999999999999,0.5371999999999999,1.2,1.2,1.38,1.02,0.17999999999999994,0.17999999999999994,1.02575,1.02575,1.2022,0.8493,0.17644999999999994,0.17644999999999994,1.185,1.185,1.32,1.05,0.135,0.135,8.5,8.5,11.0,6.0,2.5,2.5,3.5,3.5,6.0,1.0,2.5,2.5,13.5,13.5,16.0,11.0,2.5,2.5,1.5,1.5,2.0,1.0,0.5,0.5,36.405,36.405,53.44,19.37,17.034999999999997,17.034999999999997
264,Ga2O2,P-6m2,1.2876569925848194,AB,AB-187-hi,19.5,19.5,31,8,11.5,11.5,2.625,2.625,3.44,1.81,0.815,0.815,-10.969050000000001,-10.969050000000001,-5.6321,-16.306,5.33695,5.33695,-1.34535,-1.34535,0.1264,-2.8171,1.47175,1.47175,-5.8048,-5.8048,-2.5791,-9.0305,3.2257000000000002,3.2257000000000002,3.7407000000000004,3.7407000000000004,4.2084,3.273,0.4677,0.4677,0.7317499999999999,0.7317499999999999,1.0027,0.4608,0.27094999999999997,0.27094999999999997,0.88865,0.88865,1.344,0.4333,0.45535000000000003,0.45535000000000003,0.67865,0.67865,1.075,0.2823,0.39635,0.39635,0.995,0.995,1.26,0.73,0.265,0.265,0.88865,0.88865,1.344,0.4333,0.45535000000000003,0.45535000000000003,0.94,0.94,1.22,0.66,0.27999999999999997,0.27999999999999997,9.5,9.5,13.0,6.0,3.5,3.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,28.32,28.32,51.4,5.24,23.08,23.08
265,Ge2Se2,Pmn2_1,0.43635055562091885,AB,AB-31-a,33.0,33.0,34,32,1.0,1.0,2.28,2.28,2.55,2.01,0.27,0.27,-9.093350000000001,-9.093350000000001,-7.3928,-10.7939,1.7005500000000002,1.7005500000000002,-1.62325,-1.62325,-0.7121,-2.5344,0.9111500000000001,0.9111500000000001,-5.20265,-5.20265,-3.8948,-6.5105,1.3078500000000002,1.3078500000000002,4.08325,4.08325,4.7429,3.4236,0.6596499999999998,0.6596499999999998,0.86085,0.86085,0.922,0.7997,0.06115000000000004,0.06115000000000004,1.06495,1.06495,1.1721,0.9578,0.10714999999999997,0.10714999999999997,0.25315,0.25315,0.2666,0.2397,0.013450000000000004,0.013450000000000004,1.19,1.19,1.22,1.16,0.030000000000000027,0.030000000000000027,1.06495,1.06495,1.1721,0.9578,0.10714999999999997,0.10714999999999997,1.2,1.2,1.2,1.2,0.0,0.0,15.0,15.0,16.0,14.0,1.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,32.835,32.835,39.43,26.24,6.595000000000001,6.595000000000001
266,Pb2S2,Pm,0.5705548917698136,AB,AB-6-ab,49.0,49.0,82,16,33.0,33.0,2.455,2.455,2.58,2.33,0.125,0.125,-9.1324,-9.1324,-6.54,-11.7248,2.5924,2.5924,-1.6518,-1.6518,-0.7047,-2.5989,0.9471,0.9471,-5.2522,-5.2522,-3.496,-7.0084,1.7562,1.7562,3.6025,3.6025,4.6395,2.5655,1.037,1.037,0.8934500000000001,0.8934500000000001,1.0396,0.7473,0.14615000000000006,0.14615000000000006,1.1271,1.1271,1.4049,0.8493,0.2778,0.2778,0.9804999999999999,0.9804999999999999,1.3934,0.5676,0.4129,0.4129,1.245,1.245,1.47,1.02,0.22499999999999998,0.22499999999999998,1.1271,1.1271,1.4049,0.8493,0.2778,0.2778,1.255,1.255,1.46,1.05,0.20499999999999996,0.20499999999999996,17.0,17.0,28.0,6.0,11.0,11.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,33.54,33.54,47.71,19.37,14.17,14.17
267,Sc2S2,P-6m2,0.3968467452561897,AB,AB-187-hi,18.5,18.5,21,16,2.5,2.5,1.9700000000000002,1.9700000000000002,2.58,1.36,0.61,0.61,-9.3895,-9.3895,-7.0542,-11.7248,2.3353,2.3353,-0.88015,-0.88015,0.8386,-2.5989,1.71875,1.71875,-5.12205,-5.12205,-3.2357,-7.0084,1.88635,1.88635,2.22755,2.22755,4.6395,-0.1844,2.41195,2.41195,1.19895,1.19895,1.6506,0.7473,0.45165000000000005,0.45165000000000005,1.23615,1.23615,1.623,0.8493,0.3868499999999999,0.3868499999999999,0.98715,0.98715,1.3934,0.5809,0.40625,0.40625,1.23,1.23,1.44,1.02,0.20999999999999996,0.20999999999999996,0.7151000000000001,0.7151000000000001,0.8493,0.5809,0.13420000000000004,0.13420000000000004,1.375,1.375,1.7,1.05,0.32499999999999996,0.32499999999999996,4.5,4.5,6.0,3.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,9.5,9.5,16.0,3.0,6.5,6.5,5.5,5.5,9.0,2.0,3.5,3.5,63.185,63.185,107.0,19.37,43.815,43.815
268,Sn2S2,Pmn2_1,0.5890249615684235,AB,AB-31-a,33.0,33.0,50,16,17.0,17.0,2.27,2.27,2.58,1.96,0.31000000000000005,0.31000000000000005,-9.2779,-9.2779,-6.831,-11.7248,2.4469,2.4469,-1.71735,-1.71735,-0.8358,-2.5989,0.88155,0.88155,-5.3509,-5.3509,-3.6934,-7.0084,1.6575000000000002,1.6575000000000002,3.7682,3.7682,4.6395,2.8969,0.8712999999999999,0.8712999999999999,0.90665,0.90665,1.066,0.7473,0.15935000000000005,0.15935000000000005,1.10235,1.10235,1.3554,0.8493,0.25304999999999994,0.25304999999999994,0.9314,0.9314,1.3934,0.4694,0.462,0.462,1.2149999999999999,1.2149999999999999,1.41,1.02,0.19499999999999995,0.19499999999999995,1.10235,1.10235,1.3554,0.8493,0.25304999999999994,0.25304999999999994,1.22,1.22,1.39,1.05,0.16999999999999993,0.16999999999999993,10.0,10.0,14.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,37.855000000000004,37.855000000000004,56.34,19.37,18.485000000000003,18.485000000000003
269,V2S2,P-6m2,0.3930394459885652,AB,AB-187-hi,19.5,19.5,23,16,3.5,3.5,2.105,2.105,2.58,1.63,0.4750000000000001,0.4750000000000001,-9.4891,-9.4891,-7.2534,-11.7248,2.2357,2.2357,-1.4105,-1.4105,-0.2221,-2.5989,1.1884000000000001,1.1884000000000001,-5.7413,-5.7413,-4.4742,-7.0084,1.2671000000000001,1.2671000000000001,2.38555,2.38555,4.6395,0.1316,2.25395,2.25395,1.12365,1.12365,1.5,0.7473,0.37635,0.37635,1.15825,1.15825,1.4672,0.8493,0.30895,0.30895,0.93435,0.93435,1.3934,0.4753,0.45904999999999996,0.45904999999999996,1.135,1.135,1.25,1.02,0.11499999999999999,0.11499999999999999,0.6623,0.6623,0.8493,0.4753,0.18700000000000003,0.18700000000000003,1.29,1.29,1.53,1.05,0.24,0.24,5.5,5.5,6.0,5.0,0.5,0.5,5.5,5.5,6.0,5.0,0.5,0.5,10.5,10.5,16.0,5.0,5.5,5.5,4.5,4.5,7.0,2.0,2.5,2.5,50.185,50.185,81.0,19.37,30.814999999999998,30.814999999999998
270,Sc2Te2,P-6m2,0.4131000874199463,AB,AB-187-hi,36.5,36.5,52,21,15.5,15.5,1.73,1.73,2.1,1.36,0.37,0.37,-8.3751,-8.3751,-7.0542,-9.696,1.3209,1.3209,-0.8043,-0.8043,0.8386,-2.4472,1.6429,1.6429,-4.5937,-4.5937,-3.2357,-5.9517,1.3579999999999999,1.3579999999999999,1.90185,1.90185,3.9881,-0.1844,2.08625,2.08625,1.30015,1.30015,1.6506,0.9497,0.35045000000000004,0.35045000000000004,1.3860999999999999,1.3860999999999999,1.623,1.1492,0.2369,0.2369,0.5051,0.5051,0.5809,0.4293,0.07579999999999998,0.07579999999999998,1.395,1.395,1.44,1.35,0.04499999999999993,0.04499999999999993,0.86505,0.86505,1.1492,0.5809,0.28415,0.28415,1.54,1.54,1.7,1.38,0.16000000000000003,0.16000000000000003,9.5,9.5,16.0,3.0,6.5,6.5,4.5,4.5,6.0,3.0,1.5,1.5,9.5,9.5,16.0,3.0,6.5,6.5,5.5,5.5,9.0,2.0,3.5,3.5,72.0,72.0,107.0,37.0,35.0,35.0
271,Sn2Se2,Pmn2_1,0.44438732182753515,AB,AB-31-a,42.0,42.0,50,34,8.0,8.0,2.255,2.255,2.55,1.96,0.29499999999999993,0.29499999999999993,-8.81245,-8.81245,-6.831,-10.7939,1.9814500000000002,1.9814500000000002,-1.6851,-1.6851,-0.8358,-2.5344,0.8493000000000002,0.8493000000000002,-5.10195,-5.10195,-3.6934,-6.5105,1.4085500000000002,1.4085500000000002,3.8198999999999996,3.8198999999999996,4.7429,2.8969,0.9229999999999998,0.9229999999999998,0.93285,0.93285,1.066,0.7997,0.13315000000000005,0.13315000000000005,1.1566,1.1566,1.3554,0.9578,0.19879999999999998,0.19879999999999998,0.35455,0.35455,0.4694,0.2397,0.11485,0.11485,1.285,1.285,1.41,1.16,0.125,0.125,1.1566,1.1566,1.3554,0.9578,0.19879999999999998,0.19879999999999998,1.295,1.295,1.39,1.2,0.09499999999999997,0.09499999999999997,15.0,15.0,16.0,14.0,1.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,41.29,41.29,56.34,26.24,15.050000000000002,15.050000000000002
272,Zr2Se2,P-6m2,0.43252315906810807,AB,AB-187-hi,37.0,37.0,40,34,3.0,3.0,1.94,1.94,2.55,1.33,0.6099999999999999,0.6099999999999999,-8.7139,-8.7139,-6.6339,-10.7939,2.0800000000000005,2.0800000000000005,-1.27305,-1.27305,-0.0117,-2.5344,1.2613500000000002,1.2613500000000002,-5.05635,-5.05635,-3.6022,-6.5105,1.4541500000000003,1.4541500000000003,2.1075,2.1075,4.7429,-0.5279,2.6353999999999997,2.6353999999999997,1.23455,1.23455,1.6694,0.7997,0.43485,0.43485,1.35765,1.35765,1.7575,0.9578,0.39985000000000004,0.39985000000000004,0.54205,0.54205,0.8444,0.2397,0.30235,0.30235,1.3199999999999998,1.3199999999999998,1.48,1.16,0.16000000000000003,0.16000000000000003,0.9011,0.9011,0.9578,0.8444,0.05669999999999997,0.05669999999999997,1.475,1.475,1.75,1.2,0.275,0.275,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,8.0,2.0,3.0,3.0,73.62,73.62,121.0,26.24,47.38,47.38
273,Sn2Te2,P4/mmm,0.2844929887696337,AB,AB-123-bd,51.0,51.0,52,50,1.0,1.0,2.0300000000000002,2.0300000000000002,2.1,1.96,0.07000000000000006,0.07000000000000006,-8.2635,-8.2635,-6.831,-9.696,1.4324999999999997,1.4324999999999997,-1.6415,-1.6415,-0.8358,-2.4472,0.8057000000000001,0.8057000000000001,-4.82255,-4.82255,-3.6934,-5.9517,1.1291499999999999,1.1291499999999999,3.4425,3.4425,3.9881,2.8969,0.5456000000000001,0.5456000000000001,1.00785,1.00785,1.066,0.9497,0.058150000000000035,0.058150000000000035,1.2523,1.2523,1.3554,1.1492,0.10309999999999997,0.10309999999999997,0.44935,0.44935,0.4694,0.4293,0.020049999999999985,0.020049999999999985,1.38,1.38,1.41,1.35,0.029999999999999916,0.029999999999999916,1.2523,1.2523,1.3554,1.1492,0.10309999999999997,0.10309999999999997,1.3849999999999998,1.3849999999999998,1.39,1.38,0.0050000000000000044,0.0050000000000000044,15.0,15.0,16.0,14.0,1.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,46.67,46.67,56.34,37.0,9.670000000000002,9.670000000000002
274,Ti2Te2,P-6m2,0.34774686835463553,AB,AB-187-hi,37.0,37.0,52,22,15.0,15.0,1.82,1.82,2.1,1.54,0.28,0.28,-8.51825,-8.51825,-7.3405,-9.696,1.17775,1.17775,-1.07925,-1.07925,0.2887,-2.4472,1.36795,1.36795,-5.1015999999999995,-5.1015999999999995,-4.2515,-5.9517,0.8500999999999999,0.8500999999999999,1.9111,1.9111,3.9881,-0.1659,2.077,2.077,1.2476,1.2476,1.5455,0.9497,0.29790000000000005,0.29790000000000005,1.34355,1.34355,1.5379,1.1492,0.19435000000000002,0.19435000000000002,0.47425,0.47425,0.5192,0.4293,0.04494999999999999,0.04494999999999999,1.355,1.355,1.36,1.35,0.0050000000000000044,0.0050000000000000044,0.8342,0.8342,1.1492,0.5192,0.315,0.315,1.49,1.49,1.6,1.38,0.1100000000000001,0.1100000000000001,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,8.0,2.0,3.0,3.0,64.5,64.5,92.0,37.0,27.5,27.5
275,V2Te2,P-6m2,0.5346251694781158,AB,AB-187-hi,37.5,37.5,52,23,14.5,14.5,1.865,1.865,2.1,1.63,0.2350000000000001,0.2350000000000001,-8.4747,-8.4747,-7.2534,-9.696,1.2212999999999998,1.2212999999999998,-1.3346500000000001,-1.3346500000000001,-0.2221,-2.4472,1.1125500000000001,1.1125500000000001,-5.212949999999999,-5.212949999999999,-4.4742,-5.9517,0.73875,0.73875,2.05985,2.05985,3.9881,0.1316,1.9282500000000002,1.9282500000000002,1.22485,1.22485,1.5,0.9497,0.27515,0.27515,1.3082,1.3082,1.4672,1.1492,0.15900000000000003,0.15900000000000003,0.45230000000000004,0.45230000000000004,0.4753,0.4293,0.022999999999999993,0.022999999999999993,1.3,1.3,1.35,1.25,0.050000000000000044,0.050000000000000044,0.81225,0.81225,1.1492,0.4753,0.33694999999999997,0.33694999999999997,1.455,1.455,1.53,1.38,0.07500000000000007,0.07500000000000007,10.5,10.5,16.0,5.0,5.5,5.5,5.5,5.5,6.0,5.0,0.5,0.5,10.5,10.5,16.0,5.0,5.5,5.5,4.5,4.5,7.0,2.0,2.5,2.5,59.0,59.0,81.0,37.0,22.0,22.0
276,BaBr2,P-6m2,2.2385581373047785,AB2,AB2-187-bi,45.5,42.0,56,35,10.5,11.067971810589327,1.925,2.27,2.96,0.89,1.0350000000000001,1.0909857927580908,-8.92595,-10.118766666666668,-5.3475,-12.5044,3.57845,3.7720174976765124,-1.2291,-1.9910666666666668,1.0568,-3.515,2.2859,2.409550167792966,-5.5439,-6.315433333333334,-3.2293,-7.8585,2.3146,2.439802624075244,1.7493499999999997,2.9726666666666666,5.4193,-1.9206,3.66995,3.8684669663116478,1.4740499999999999,1.2331666666666665,2.1967,0.7514,0.72265,0.7617399837068931,1.6264,1.3787333333333336,2.3694,0.8834,0.7430000000000001,0.7831907671683687,0.7472,0.5741666666666666,1.2663,0.2281,0.5191,0.5471794444644685,1.56,1.42,1.98,1.14,0.42000000000000004,0.44271887242357316,1.54005,1.3211666666666666,2.1967,0.8834,0.65665,0.6921698751831887,1.6749999999999998,1.5166666666666666,2.15,1.2,0.475,0.5006939628599933,9.5,12.0,17.0,2.0,7.5,7.905694150420948,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,147.25,105.43333333333334,272.7,21.8,125.45,132.23591082270772
277,BaCl2,P-6m2,2.5884825038701775,AB2,AB2-187-bi,36.5,30.0,56,17,19.5,20.554804791094465,2.025,2.4033333333333333,3.16,0.89,1.135,1.1963950480970367,-9.5872,-11.000433333333334,-5.3475,-13.8269,4.2397,4.469036198605293,-1.3148,-2.1053333333333333,1.0568,-3.6864,2.3716,2.4998858996184428,-5.912,-6.806233333333332,-3.2293,-8.5947,2.6826999999999996,2.827814092977903,1.5017999999999998,2.6426,4.9242,-1.9206,3.4223999999999997,3.607526354720087,1.4376,1.1845666666666668,2.1967,0.6785,0.7591,0.8001616572779388,1.56305,1.294266666666667,2.3694,0.7567,0.8063500000000001,0.8499675304255909,1.3075999999999999,1.3213666666666668,1.3489,1.2663,0.0413,0.043534022454984736,1.4849999999999999,1.32,1.98,0.99,0.495,0.5217758139277826,1.4767,1.2367,2.1967,0.7567,0.7199999999999999,0.758946638440411,1.585,1.3966666666666665,2.15,1.02,0.565,0.5955622926650448,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,143.635,100.61333333333333,272.7,14.57,129.065,136.04645540321062
278,BaI2,P-6m2,1.724156117021452,AB2,AB2-187-bi,54.5,54.0,56,53,1.5,1.5811388300841898,1.7750000000000001,2.07,2.66,0.89,0.885,0.9328719097496718,-8.21955,-9.1769,-5.3475,-11.0916,2.8720499999999998,3.0274065179621976,-1.13035,-1.8594,1.0568,-3.3175,2.18715,2.3054585281457567,-5.1566,-5.799033333333333,-3.2293,-7.0839,1.9273,2.031552578147506,1.1530999999999998,2.1776666666666666,4.2268,-1.9206,3.0737,3.239964281353182,1.54955,1.3338333333333334,2.1967,0.9024,0.64715,0.6821559959259887,1.72215,1.5064,2.3694,1.0749,0.6472500000000001,0.6822614051813279,0.8391,0.6967,1.2663,0.4119,0.42719999999999997,0.4503083388079772,1.655,1.5466666666666669,1.98,1.33,0.32499999999999996,0.34258007985157435,1.6358,1.4488333333333332,2.1967,1.0749,0.5609,0.591240513196148,1.77,1.6433333333333333,2.15,1.39,0.38,0.4005551702879947,9.5,12.0,17.0,2.0,7.5,7.905694150420948,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,153.65,113.96666666666665,272.7,34.6,119.05,125.48971848101519
279,CaCl2,P-6m2,2.603096979276865,AB2,AB2-187-bi,18.5,18.0,20,17,1.5,1.5811388300841898,2.08,2.44,3.16,1.0,1.08,1.1384199576606167,-10.05435,-11.311866666666667,-6.2818,-13.8269,3.7725500000000003,3.976616862289407,-1.2409,-2.0560666666666667,1.2046,-3.6864,2.4455,2.577783339313924,-6.18115,-6.985666666666667,-3.7676,-8.5947,2.41355,2.5441050822331306,1.49465,2.6378333333333335,4.9242,-1.9349,3.42955,3.615063116476822,1.23865,1.0519333333333334,1.7988,0.6785,0.5601499999999999,0.5904499437811058,1.3918,1.1801000000000001,2.0269,0.7567,0.6351,0.6694541806576458,1.02195,1.1309333333333333,1.3489,0.695,0.32695,0.34463556033068393,1.365,1.24,1.74,0.99,0.375,0.39528470752104744,1.27775,1.1040666666666665,1.7988,0.7567,0.52105,0.5492349249435781,1.3900000000000001,1.2666666666666666,1.76,1.02,0.37,0.3900142447541001,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,87.67,63.30333333333334,160.77,14.57,73.10000000000001,77.05416565276951
280,CaI2,P-6m2,1.5930196568848143,AB2,AB2-187-bi,36.5,42.0,53,20,16.5,17.392527130926087,1.83,2.106666666666667,2.66,1.0,0.8300000000000001,0.8748968193132518,-8.6867,-9.488333333333333,-6.2818,-11.0916,2.4049,2.534987181646312,-1.05645,-1.8101333333333331,1.2046,-3.3175,2.26105,2.383355967841238,-5.42575,-5.978466666666667,-3.7676,-7.0839,1.65815,1.7478435674027328,1.14595,2.1729,4.2268,-1.9349,3.08085,3.247501043109917,1.3506,1.2012,1.7988,0.9024,0.4482,0.47244428242915587,1.5509,1.3922333333333334,2.0269,1.0749,0.476,0.5017480554133827,0.55345,0.5062666666666666,0.695,0.4119,0.14154999999999998,0.149206800932278,1.5350000000000001,1.4666666666666668,1.74,1.33,0.20499999999999996,0.2160889734448392,1.43685,1.3162,1.7988,1.0749,0.36195,0.38152879969931497,1.575,1.5133333333333334,1.76,1.39,0.18500000000000005,0.1950071223770501,9.5,12.0,17.0,2.0,7.5,7.905694150420948,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,97.685,76.65666666666668,160.77,34.6,63.085,66.49742873057407
281,CrS2,P-6m2,0.5344543967754676,AB2,AB2-187-bi,20.0,18.666666666666668,24,16,4.0,4.2163702135578385,2.12,2.2733333333333334,2.58,1.66,0.4600000000000001,0.4848825745591516,-9.52715,-10.2597,-7.3295,-11.7248,2.19765,2.316526499956346,-1.6788,-1.9855,-0.7587,-2.5989,0.9200999999999999,0.9698705583736418,-5.7369,-6.160733333333333,-4.4654,-7.0084,1.2715,1.340278681634698,2.56475,3.2563333333333335,4.6395,0.49,2.07475,2.1869785251447817,1.08695,0.9737333333333332,1.4266,0.7473,0.33965000000000006,0.3580225357587301,1.1278000000000001,1.0349666666666668,1.4063,0.8493,0.2785,0.2935647761189646,0.9163,1.0753333333333333,1.3934,0.4392,0.4771,0.5029075572221112,1.145,1.1033333333333333,1.27,1.02,0.125,0.1317615691736825,0.64425,0.7126,0.8493,0.4392,0.20505000000000004,0.21614167807250875,1.22,1.1633333333333333,1.39,1.05,0.16999999999999993,0.1791957340762081,6.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,11.0,12.666666666666666,16.0,6.0,5.0,5.270462766947299,4.0,3.3333333333333335,6.0,2.0,2.0,2.1081851067789197,48.685,38.913333333333334,78.0,19.37,29.314999999999998,30.900723202612014
282,FeBr2,P-3m1,1.3918550237248235,AB2,AB2-164-bd,30.5,32.0,35,26,4.5,4.743416490252569,2.395,2.5833333333333335,2.96,1.83,0.565,0.5955622926650448,-9.9551,-10.804866666666667,-7.4058,-12.5044,2.5493,2.68719814635575,-2.47865,-2.8241,-1.4423,-3.515,1.03635,1.0924088177051667,-6.14085,-6.7134,-4.4232,-7.8585,1.7176500000000003,1.810562074329406,2.44685,3.4376666666666664,5.4193,-0.5256,2.97245,3.1332374103224994,1.04415,0.9465666666666666,1.3369,0.7514,0.29275,0.3085855950047644,1.29525,1.1579666666666666,1.7071,0.8834,0.41185000000000005,0.4341280181134491,0.30515,0.2794666666666667,0.3822,0.2281,0.07705,0.08121783123865786,1.1949999999999998,1.1766666666666665,1.25,1.14,0.05500000000000005,0.057975090436420365,0.6328,0.7163333333333334,0.8834,0.3822,0.2506,0.26415559387939863,1.26,1.24,1.32,1.2,0.06000000000000005,0.06324555320336764,12.5,14.0,17.0,8.0,4.5,4.743416490252569,7.5,7.333333333333333,8.0,7.0,0.5,0.52704627669473,12.5,14.0,17.0,8.0,4.5,4.743416490252569,2.5,2.0,4.0,1.0,1.5,1.5811388300841898,39.9,33.86666666666667,58.0,21.8,18.1,19.07907521634922
283,FeCl2,P-3m1,1.6700849881813216,AB2,AB2-164-bd,21.5,20.0,26,17,4.5,4.743416490252569,2.495,2.716666666666667,3.16,1.83,0.665,0.7009715480039908,-10.61635,-11.686533333333335,-7.4058,-13.8269,3.21055,3.384216847284531,-2.56435,-2.9383666666666666,-1.4423,-3.6864,1.12205,1.1827445495306435,-6.50895,-7.2042,-4.4232,-8.5947,2.08575,2.198573543232066,2.1993,3.1075999999999997,4.9242,-0.5256,2.7249,2.8722967987309387,1.0077,0.8979666666666667,1.3369,0.6785,0.3292,0.3470072685758101,1.2319,1.0735000000000001,1.7071,0.7567,0.4752,0.5009047813706713,0.86555,1.0266666666666666,1.3489,0.3822,0.48335,0.5094956356807954,1.12,1.0766666666666667,1.25,0.99,0.13,0.13703203194062977,0.56945,0.6318666666666667,0.7567,0.3822,0.18725000000000003,0.19737883062217637,1.17,1.12,1.32,1.02,0.15000000000000002,0.15811388300841897,7.5,7.333333333333333,8.0,7.0,0.5,0.52704627669473,7.5,7.333333333333333,8.0,7.0,0.5,0.52704627669473,12.5,14.0,17.0,8.0,4.5,4.743416490252569,2.5,2.0,4.0,1.0,1.5,1.5811388300841898,36.285,29.046666666666667,58.0,14.57,21.715,22.889619796852116
